name,category,base,overlay,tags,master_svg,theme_svg_pattern,png_pattern
group,user,group,,group;,svg/master/group.svg,svg/{theme}/group.svg,png/{theme}/{size}/group.png
group_add,user,group,add,group;add,svg/master/group_add.svg,svg/{theme}/group_add.svg,png/{theme}/{size}/group_add.png
group_remove,user,group,remove,group;remove,svg/master/group_remove.svg,svg/{theme}/group_remove.svg,png/{theme}/{size}/group_remove.png
group_delete,user,group,delete,group;delete,svg/master/group_delete.svg,svg/{theme}/group_delete.svg,png/{theme}/{size}/group_delete.png
group_edit,user,group,edit,group;edit,svg/master/group_edit.svg,svg/{theme}/group_edit.svg,png/{theme}/{size}/group_edit.png
group_search,user,group,search,group;search,svg/master/group_search.svg,svg/{theme}/group_search.svg,png/{theme}/{size}/group_search.png
group_check,user,group,check,group;check,svg/master/group_check.svg,svg/{theme}/group_check.svg,png/{theme}/{size}/group_check.png
group_warning,user,group,warning,group;warning,svg/master/group_warning.svg,svg/{theme}/group_warning.svg,png/{theme}/{size}/group_warning.png
group_info,user,group,info,group;info,svg/master/group_info.svg,svg/{theme}/group_info.svg,png/{theme}/{size}/group_info.png
group_lock,user,group,lock,group;lock,svg/master/group_lock.svg,svg/{theme}/group_lock.svg,png/{theme}/{size}/group_lock.png
group_unlock,user,group,unlock,group;unlock,svg/master/group_unlock.svg,svg/{theme}/group_unlock.svg,png/{theme}/{size}/group_unlock.png
group_upload,user,group,upload,group;upload,svg/master/group_upload.svg,svg/{theme}/group_upload.svg,png/{theme}/{size}/group_upload.png
group_download,user,group,download,group;download,svg/master/group_download.svg,svg/{theme}/group_download.svg,png/{theme}/{size}/group_download.png
group_sync,user,group,sync,group;sync,svg/master/group_sync.svg,svg/{theme}/group_sync.svg,png/{theme}/{size}/group_sync.png
group_share,user,group,share,group;share,svg/master/group_share.svg,svg/{theme}/group_share.svg,png/{theme}/{size}/group_share.png
group_settings,user,group,gear,group;settings,svg/master/group_settings.svg,svg/{theme}/group_settings.svg,png/{theme}/{size}/group_settings.png
shield,security,shield,,shield;,svg/master/shield.svg,svg/{theme}/shield.svg,png/{theme}/{size}/shield.png
shield_add,security,shield,add,shield;add,svg/master/shield_add.svg,svg/{theme}/shield_add.svg,png/{theme}/{size}/shield_add.png
shield_remove,security,shield,remove,shield;remove,svg/master/shield_remove.svg,svg/{theme}/shield_remove.svg,png/{theme}/{size}/shield_remove.png
shield_delete,security,shield,delete,shield;delete,svg/master/shield_delete.svg,svg/{theme}/shield_delete.svg,png/{theme}/{size}/shield_delete.png
shield_edit,security,shield,edit,shield;edit,svg/master/shield_edit.svg,svg/{theme}/shield_edit.svg,png/{theme}/{size}/shield_edit.png
shield_search,security,shield,search,shield;search,svg/master/shield_search.svg,svg/{theme}/shield_search.svg,png/{theme}/{size}/shield_search.png
shield_check,security,shield,check,shield;check,svg/master/shield_check.svg,svg/{theme}/shield_check.svg,png/{theme}/{size}/shield_check.png
shield_warning,security,shield,warning,shield;warning,svg/master/shield_warning.svg,svg/{theme}/shield_warning.svg,png/{theme}/{size}/shield_warning.png
shield_info,security,shield,info,shield;info,svg/master/shield_info.svg,svg/{theme}/shield_info.svg,png/{theme}/{size}/shield_info.png
shield_lock,security,shield,lock,shield;lock,svg/master/shield_lock.svg,svg/{theme}/shield_lock.svg,png/{theme}/{size}/shield_lock.png
shield_unlock,security,shield,unlock,shield;unlock,svg/master/shield_unlock.svg,svg/{theme}/shield_unlock.svg,png/{theme}/{size}/shield_unlock.png
shield_upload,security,shield,upload,shield;upload,svg/master/shield_upload.svg,svg/{theme}/shield_upload.svg,png/{theme}/{size}/shield_upload.png
shield_download,security,shield,download,shield;download,svg/master/shield_download.svg,svg/{theme}/shield_download.svg,png/{theme}/{size}/shield_download.png
shield_sync,security,shield,sync,shield;sync,svg/master/shield_sync.svg,svg/{theme}/shield_sync.svg,png/{theme}/{size}/shield_sync.png
shield_share,security,shield,share,shield;share,svg/master/shield_share.svg,svg/{theme}/shield_share.svg,png/{theme}/{size}/shield_share.png
shield_settings,security,shield,gear,shield;settings,svg/master/shield_settings.svg,svg/{theme}/shield_settings.svg,png/{theme}/{size}/shield_settings.png
key,security,key,,key;,svg/master/key.svg,svg/{theme}/key.svg,png/{theme}/{size}/key.png
key_add,security,key,add,key;add,svg/master/key_add.svg,svg/{theme}/key_add.svg,png/{theme}/{size}/key_add.png
key_remove,security,key,remove,key;remove,svg/master/key_remove.svg,svg/{theme}/key_remove.svg,png/{theme}/{size}/key_remove.png
key_delete,security,key,delete,key;delete,svg/master/key_delete.svg,svg/{theme}/key_delete.svg,png/{theme}/{size}/key_delete.png
key_edit,security,key,edit,key;edit,svg/master/key_edit.svg,svg/{theme}/key_edit.svg,png/{theme}/{size}/key_edit.png
key_search,security,key,search,key;search,svg/master/key_search.svg,svg/{theme}/key_search.svg,png/{theme}/{size}/key_search.png
key_check,security,key,check,key;check,svg/master/key_check.svg,svg/{theme}/key_check.svg,png/{theme}/{size}/key_check.png
key_warning,security,key,warning,key;warning,svg/master/key_warning.svg,svg/{theme}/key_warning.svg,png/{theme}/{size}/key_warning.png
key_info,security,key,info,key;info,svg/master/key_info.svg,svg/{theme}/key_info.svg,png/{theme}/{size}/key_info.png
key_lock,security,key,lock,key;lock,svg/master/key_lock.svg,svg/{theme}/key_lock.svg,png/{theme}/{size}/key_lock.png
key_unlock,security,key,unlock,key;unlock,svg/master/key_unlock.svg,svg/{theme}/key_unlock.svg,png/{theme}/{size}/key_unlock.png
key_upload,security,key,upload,key;upload,svg/master/key_upload.svg,svg/{theme}/key_upload.svg,png/{theme}/{size}/key_upload.png
key_download,security,key,download,key;download,svg/master/key_download.svg,svg/{theme}/key_download.svg,png/{theme}/{size}/key_download.png
key_sync,security,key,sync,key;sync,svg/master/key_sync.svg,svg/{theme}/key_sync.svg,png/{theme}/{size}/key_sync.png
key_share,security,key,share,key;share,svg/master/key_share.svg,svg/{theme}/key_share.svg,png/{theme}/{size}/key_share.png
key_settings,security,key,gear,key;settings,svg/master/key_settings.svg,svg/{theme}/key_settings.svg,png/{theme}/{size}/key_settings.png
lock,security,lock,,lock;,svg/master/lock.svg,svg/{theme}/lock.svg,png/{theme}/{size}/lock.png
lock_add,security,lock,add,lock;add,svg/master/lock_add.svg,svg/{theme}/lock_add.svg,png/{theme}/{size}/lock_add.png
lock_remove,security,lock,remove,lock;remove,svg/master/lock_remove.svg,svg/{theme}/lock_remove.svg,png/{theme}/{size}/lock_remove.png
lock_delete,security,lock,delete,lock;delete,svg/master/lock_delete.svg,svg/{theme}/lock_delete.svg,png/{theme}/{size}/lock_delete.png
lock_edit,security,lock,edit,lock;edit,svg/master/lock_edit.svg,svg/{theme}/lock_edit.svg,png/{theme}/{size}/lock_edit.png
lock_search,security,lock,search,lock;search,svg/master/lock_search.svg,svg/{theme}/lock_search.svg,png/{theme}/{size}/lock_search.png
lock_check,security,lock,check,lock;check,svg/master/lock_check.svg,svg/{theme}/lock_check.svg,png/{theme}/{size}/lock_check.png
lock_warning,security,lock,warning,lock;warning,svg/master/lock_warning.svg,svg/{theme}/lock_warning.svg,png/{theme}/{size}/lock_warning.png
lock_info,security,lock,info,lock;info,svg/master/lock_info.svg,svg/{theme}/lock_info.svg,png/{theme}/{size}/lock_info.png
lock_lock,security,lock,lock,lock;lock,svg/master/lock_lock.svg,svg/{theme}/lock_lock.svg,png/{theme}/{size}/lock_lock.png
lock_unlock,security,lock,unlock,lock;unlock,svg/master/lock_unlock.svg,svg/{theme}/lock_unlock.svg,png/{theme}/{size}/lock_unlock.png
lock_upload,security,lock,upload,lock;upload,svg/master/lock_upload.svg,svg/{theme}/lock_upload.svg,png/{theme}/{size}/lock_upload.png
lock_download,security,lock,download,lock;download,svg/master/lock_download.svg,svg/{theme}/lock_download.svg,png/{theme}/{size}/lock_download.png
lock_sync,security,lock,sync,lock;sync,svg/master/lock_sync.svg,svg/{theme}/lock_sync.svg,png/{theme}/{size}/lock_sync.png
lock_share,security,lock,share,lock;share,svg/master/lock_share.svg,svg/{theme}/lock_share.svg,png/{theme}/{size}/lock_share.png
lock_settings,security,lock,gear,lock;settings,svg/master/lock_settings.svg,svg/{theme}/lock_settings.svg,png/{theme}/{size}/lock_settings.png
calendar,time,calendar,,calendar;,svg/master/calendar.svg,svg/{theme}/calendar.svg,png/{theme}/{size}/calendar.png
calendar_add,time,calendar,add,calendar;add,svg/master/calendar_add.svg,svg/{theme}/calendar_add.svg,png/{theme}/{size}/calendar_add.png
calendar_remove,time,calendar,remove,calendar;remove,svg/master/calendar_remove.svg,svg/{theme}/calendar_remove.svg,png/{theme}/{size}/calendar_remove.png
calendar_delete,time,calendar,delete,calendar;delete,svg/master/calendar_delete.svg,svg/{theme}/calendar_delete.svg,png/{theme}/{size}/calendar_delete.png
calendar_edit,time,calendar,edit,calendar;edit,svg/master/calendar_edit.svg,svg/{theme}/calendar_edit.svg,png/{theme}/{size}/calendar_edit.png
calendar_search,time,calendar,search,calendar;search,svg/master/calendar_search.svg,svg/{theme}/calendar_search.svg,png/{theme}/{size}/calendar_search.png
calendar_check,time,calendar,check,calendar;check,svg/master/calendar_check.svg,svg/{theme}/calendar_check.svg,png/{theme}/{size}/calendar_check.png
calendar_warning,time,calendar,warning,calendar;warning,svg/master/calendar_warning.svg,svg/{theme}/calendar_warning.svg,png/{theme}/{size}/calendar_warning.png
calendar_info,time,calendar,info,calendar;info,svg/master/calendar_info.svg,svg/{theme}/calendar_info.svg,png/{theme}/{size}/calendar_info.png
calendar_lock,time,calendar,lock,calendar;lock,svg/master/calendar_lock.svg,svg/{theme}/calendar_lock.svg,png/{theme}/{size}/calendar_lock.png
calendar_unlock,time,calendar,unlock,calendar;unlock,svg/master/calendar_unlock.svg,svg/{theme}/calendar_unlock.svg,png/{theme}/{size}/calendar_unlock.png
calendar_upload,time,calendar,upload,calendar;upload,svg/master/calendar_upload.svg,svg/{theme}/calendar_upload.svg,png/{theme}/{size}/calendar_upload.png
calendar_download,time,calendar,download,calendar;download,svg/master/calendar_download.svg,svg/{theme}/calendar_download.svg,png/{theme}/{size}/calendar_download.png
calendar_sync,time,calendar,sync,calendar;sync,svg/master/calendar_sync.svg,svg/{theme}/calendar_sync.svg,png/{theme}/{size}/calendar_sync.png
calendar_share,time,calendar,share,calendar;share,svg/master/calendar_share.svg,svg/{theme}/calendar_share.svg,png/{theme}/{size}/calendar_share.png
calendar_settings,time,calendar,gear,calendar;settings,svg/master/calendar_settings.svg,svg/{theme}/calendar_settings.svg,png/{theme}/{size}/calendar_settings.png
clock,time,clock,,clock;,svg/master/clock.svg,svg/{theme}/clock.svg,png/{theme}/{size}/clock.png
clock_add,time,clock,add,clock;add,svg/master/clock_add.svg,svg/{theme}/clock_add.svg,png/{theme}/{size}/clock_add.png
clock_remove,time,clock,remove,clock;remove,svg/master/clock_remove.svg,svg/{theme}/clock_remove.svg,png/{theme}/{size}/clock_remove.png
clock_delete,time,clock,delete,clock;delete,svg/master/clock_delete.svg,svg/{theme}/clock_delete.svg,png/{theme}/{size}/clock_delete.png
clock_edit,time,clock,edit,clock;edit,svg/master/clock_edit.svg,svg/{theme}/clock_edit.svg,png/{theme}/{size}/clock_edit.png
clock_search,time,clock,search,clock;search,svg/master/clock_search.svg,svg/{theme}/clock_search.svg,png/{theme}/{size}/clock_search.png
clock_check,time,clock,check,clock;check,svg/master/clock_check.svg,svg/{theme}/clock_check.svg,png/{theme}/{size}/clock_check.png
clock_warning,time,clock,warning,clock;warning,svg/master/clock_warning.svg,svg/{theme}/clock_warning.svg,png/{theme}/{size}/clock_warning.png
clock_info,time,clock,info,clock;info,svg/master/clock_info.svg,svg/{theme}/clock_info.svg,png/{theme}/{size}/clock_info.png
clock_lock,time,clock,lock,clock;lock,svg/master/clock_lock.svg,svg/{theme}/clock_lock.svg,png/{theme}/{size}/clock_lock.png
clock_unlock,time,clock,unlock,clock;unlock,svg/master/clock_unlock.svg,svg/{theme}/clock_unlock.svg,png/{theme}/{size}/clock_unlock.png
clock_upload,time,clock,upload,clock;upload,svg/master/clock_upload.svg,svg/{theme}/clock_upload.svg,png/{theme}/{size}/clock_upload.png
clock_download,time,clock,download,clock;download,svg/master/clock_download.svg,svg/{theme}/clock_download.svg,png/{theme}/{size}/clock_download.png
clock_sync,time,clock,sync,clock;sync,svg/master/clock_sync.svg,svg/{theme}/clock_sync.svg,png/{theme}/{size}/clock_sync.png
clock_share,time,clock,share,clock;share,svg/master/clock_share.svg,svg/{theme}/clock_share.svg,png/{theme}/{size}/clock_share.png
clock_settings,time,clock,gear,clock;settings,svg/master/clock_settings.svg,svg/{theme}/clock_settings.svg,png/{theme}/{size}/clock_settings.png
monitor,device,monitor,,monitor;,svg/master/monitor.svg,svg/{theme}/monitor.svg,png/{theme}/{size}/monitor.png
monitor_add,device,monitor,add,monitor;add,svg/master/monitor_add.svg,svg/{theme}/monitor_add.svg,png/{theme}/{size}/monitor_add.png
monitor_remove,device,monitor,remove,monitor;remove,svg/master/monitor_remove.svg,svg/{theme}/monitor_remove.svg,png/{theme}/{size}/monitor_remove.png
monitor_delete,device,monitor,delete,monitor;delete,svg/master/monitor_delete.svg,svg/{theme}/monitor_delete.svg,png/{theme}/{size}/monitor_delete.png
monitor_edit,device,monitor,edit,monitor;edit,svg/master/monitor_edit.svg,svg/{theme}/monitor_edit.svg,png/{theme}/{size}/monitor_edit.png
monitor_search,device,monitor,search,monitor;search,svg/master/monitor_search.svg,svg/{theme}/monitor_search.svg,png/{theme}/{size}/monitor_search.png
monitor_check,device,monitor,check,monitor;check,svg/master/monitor_check.svg,svg/{theme}/monitor_check.svg,png/{theme}/{size}/monitor_check.png
monitor_warning,device,monitor,warning,monitor;warning,svg/master/monitor_warning.svg,svg/{theme}/monitor_warning.svg,png/{theme}/{size}/monitor_warning.png
monitor_info,device,monitor,info,monitor;info,svg/master/monitor_info.svg,svg/{theme}/monitor_info.svg,png/{theme}/{size}/monitor_info.png
monitor_lock,device,monitor,lock,monitor;lock,svg/master/monitor_lock.svg,svg/{theme}/monitor_lock.svg,png/{theme}/{size}/monitor_lock.png
monitor_unlock,device,monitor,unlock,monitor;unlock,svg/master/monitor_unlock.svg,svg/{theme}/monitor_unlock.svg,png/{theme}/{size}/monitor_unlock.png
monitor_upload,device,monitor,upload,monitor;upload,svg/master/monitor_upload.svg,svg/{theme}/monitor_upload.svg,png/{theme}/{size}/monitor_upload.png
