index,uid,name,category,base,modifier,description,tags,svg_master,svg_themed_pattern,png_pattern,sizes,themes
148,NE0148,joy_tears_tiny_horns,joy,joy_tears,tiny_horns,Original Neutrino emoji: joy tears with small horns.,joy|tears|laugh|mischief,svg/master/joy_tears_tiny_horns.svg,svg/{theme}/joy_tears_tiny_horns.svg,png/{theme}/{size}/joy_tears_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
149,NE0149,joy_tears_party_hat,joy,joy_tears,party_hat,Original Neutrino emoji: joy tears with party hat.,joy|tears|laugh|party,svg/master/joy_tears_party_hat.svg,svg/{theme}/joy_tears_party_hat.svg,png/{theme}/{size}/joy_tears_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
150,NE0150,joy_tears_sunglasses_badge,joy,joy_tears,sunglasses_badge,Original Neutrino emoji: joy tears with small sunglasses badge.,joy|tears|laugh|badge|cool,svg/master/joy_tears_sunglasses_badge.svg,svg/{theme}/joy_tears_sunglasses_badge.svg,png/{theme}/{size}/joy_tears_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
151,NE0151,joy_tears_monocle_badge,joy,joy_tears,monocle_badge,Original Neutrino emoji: joy tears with small monocle badge.,joy|tears|laugh|badge|inspect,svg/master/joy_tears_monocle_badge.svg,svg/{theme}/joy_tears_monocle_badge.svg,png/{theme}/{size}/joy_tears_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
152,NE0152,joy_tears_medical_mask,joy,joy_tears,medical_mask,Original Neutrino emoji: joy tears with medical mask overlay.,joy|tears|laugh|mask|health,svg/master/joy_tears_medical_mask.svg,svg/{theme}/joy_tears_medical_mask.svg,png/{theme}/{size}/joy_tears_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
153,NE0153,joy_tears_thermometer,joy,joy_tears,thermometer,Original Neutrino emoji: joy tears with thermometer accent.,joy|tears|laugh|fever,svg/master/joy_tears_thermometer.svg,svg/{theme}/joy_tears_thermometer.svg,png/{theme}/{size}/joy_tears_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
154,NE0154,joy_tears_headphones,joy,joy_tears,headphones,Original Neutrino emoji: joy tears with headphones overlay.,joy|tears|laugh|audio,svg/master/joy_tears_headphones.svg,svg/{theme}/joy_tears_headphones.svg,png/{theme}/{size}/joy_tears_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
155,NE0155,joy_tears_crown,joy,joy_tears,crown,Original Neutrino emoji: joy tears with small crown.,joy|tears|laugh|royal,svg/master/joy_tears_crown.svg,svg/{theme}/joy_tears_crown.svg,png/{theme}/{size}/joy_tears_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
156,NE0156,joy_tears_cap,joy,joy_tears,cap,Original Neutrino emoji: joy tears with baseball cap.,joy|tears|laugh|cap,svg/master/joy_tears_cap.svg,svg/{theme}/joy_tears_cap.svg,png/{theme}/{size}/joy_tears_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
157,NE0157,joy_tears_heart_badge,joy,joy_tears,heart_badge,Original Neutrino emoji: joy tears with small heart badge.,joy|tears|laugh|love|badge,svg/master/joy_tears_heart_badge.svg,svg/{theme}/joy_tears_heart_badge.svg,png/{theme}/{size}/joy_tears_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
158,NE0158,joy_tears_question_badge,joy,joy_tears,question_badge,Original Neutrino emoji: joy tears with question badge.,joy|tears|laugh|question|badge,svg/master/joy_tears_question_badge.svg,svg/{theme}/joy_tears_question_badge.svg,png/{theme}/{size}/joy_tears_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
159,NE0159,joy_tears_exclamation_badge,joy,joy_tears,exclamation_badge,Original Neutrino emoji: joy tears with exclamation badge.,joy|tears|laugh|alert|badge,svg/master/joy_tears_exclamation_badge.svg,svg/{theme}/joy_tears_exclamation_badge.svg,png/{theme}/{size}/joy_tears_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
160,NE0160,joy_tears_neutrino_orbit,joy,joy_tears,neutrino_orbit,Original Neutrino emoji: joy tears with Neutrino orbit mark.,joy|tears|laugh|neutrino|orbit,svg/master/joy_tears_neutrino_orbit.svg,svg/{theme}/joy_tears_neutrino_orbit.svg,png/{theme}/{size}/joy_tears_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
161,NE0161,wink_plain,joy,wink,plain,Original Neutrino emoji: wink with base expression only.,joy|wink|playful,svg/master/wink_plain.svg,svg/{theme}/wink_plain.svg,png/{theme}/{size}/wink_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
162,NE0162,wink_soft_shadow,joy,wink,soft_shadow,Original Neutrino emoji: wink with extra soft drop shadow.,joy|wink|playful|depth,svg/master/wink_soft_shadow.svg,svg/{theme}/wink_soft_shadow.svg,png/{theme}/{size}/wink_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
163,NE0163,wink_sparkle,joy,wink,sparkle,Original Neutrino emoji: wink with sparkle accent.,joy|wink|playful|sparkle,svg/master/wink_sparkle.svg,svg/{theme}/wink_sparkle.svg,png/{theme}/{size}/wink_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
164,NE0164,wink_left_sweat,joy,wink,left_sweat,Original Neutrino emoji: wink with left-side sweat drop.,joy|wink|playful|sweat,svg/master/wink_left_sweat.svg,svg/{theme}/wink_left_sweat.svg,png/{theme}/{size}/wink_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
165,NE0165,wink_right_tear,joy,wink,right_tear,Original Neutrino emoji: wink with right-side tear drop.,joy|wink|playful|tear,svg/master/wink_right_tear.svg,svg/{theme}/wink_right_tear.svg,png/{theme}/{size}/wink_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
166,NE0166,wink_cheek_blush,joy,wink,cheek_blush,Original Neutrino emoji: wink with cheek blush marks.,joy|wink|playful|blush,svg/master/wink_cheek_blush.svg,svg/{theme}/wink_cheek_blush.svg,png/{theme}/{size}/wink_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
167,NE0167,wink_halo,joy,wink,halo,Original Neutrino emoji: wink with halo ring.,joy|wink|playful|angel,svg/master/wink_halo.svg,svg/{theme}/wink_halo.svg,png/{theme}/{size}/wink_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
168,NE0168,wink_tiny_horns,joy,wink,tiny_horns,Original Neutrino emoji: wink with small horns.,joy|wink|playful|mischief,svg/master/wink_tiny_horns.svg,svg/{theme}/wink_tiny_horns.svg,png/{theme}/{size}/wink_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
169,NE0169,wink_party_hat,joy,wink,party_hat,Original Neutrino emoji: wink with party hat.,joy|wink|playful|party,svg/master/wink_party_hat.svg,svg/{theme}/wink_party_hat.svg,png/{theme}/{size}/wink_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
170,NE0170,wink_sunglasses_badge,joy,wink,sunglasses_badge,Original Neutrino emoji: wink with small sunglasses badge.,joy|wink|playful|badge|cool,svg/master/wink_sunglasses_badge.svg,svg/{theme}/wink_sunglasses_badge.svg,png/{theme}/{size}/wink_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
171,NE0171,wink_monocle_badge,joy,wink,monocle_badge,Original Neutrino emoji: wink with small monocle badge.,joy|wink|playful|badge|inspect,svg/master/wink_monocle_badge.svg,svg/{theme}/wink_monocle_badge.svg,png/{theme}/{size}/wink_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
172,NE0172,wink_medical_mask,joy,wink,medical_mask,Original Neutrino emoji: wink with medical mask overlay.,joy|wink|playful|mask|health,svg/master/wink_medical_mask.svg,svg/{theme}/wink_medical_mask.svg,png/{theme}/{size}/wink_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
173,NE0173,wink_thermometer,joy,wink,thermometer,Original Neutrino emoji: wink with thermometer accent.,joy|wink|playful|fever,svg/master/wink_thermometer.svg,svg/{theme}/wink_thermometer.svg,png/{theme}/{size}/wink_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
174,NE0174,wink_headphones,joy,wink,headphones,Original Neutrino emoji: wink with headphones overlay.,joy|wink|playful|audio,svg/master/wink_headphones.svg,svg/{theme}/wink_headphones.svg,png/{theme}/{size}/wink_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
175,NE0175,wink_crown,joy,wink,crown,Original Neutrino emoji: wink with small crown.,joy|wink|playful|royal,svg/master/wink_crown.svg,svg/{theme}/wink_crown.svg,png/{theme}/{size}/wink_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
176,NE0176,wink_cap,joy,wink,cap,Original Neutrino emoji: wink with baseball cap.,joy|wink|playful|cap,svg/master/wink_cap.svg,svg/{theme}/wink_cap.svg,png/{theme}/{size}/wink_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
177,NE0177,wink_heart_badge,joy,wink,heart_badge,Original Neutrino emoji: wink with small heart badge.,joy|wink|playful|love|badge,svg/master/wink_heart_badge.svg,svg/{theme}/wink_heart_badge.svg,png/{theme}/{size}/wink_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
178,NE0178,wink_question_badge,joy,wink,question_badge,Original Neutrino emoji: wink with question badge.,joy|wink|playful|question|badge,svg/master/wink_question_badge.svg,svg/{theme}/wink_question_badge.svg,png/{theme}/{size}/wink_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
179,NE0179,wink_exclamation_badge,joy,wink,exclamation_badge,Original Neutrino emoji: wink with exclamation badge.,joy|wink|playful|alert|badge,svg/master/wink_exclamation_badge.svg,svg/{theme}/wink_exclamation_badge.svg,png/{theme}/{size}/wink_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
180,NE0180,wink_neutrino_orbit,joy,wink,neutrino_orbit,Original Neutrino emoji: wink with Neutrino orbit mark.,joy|wink|playful|neutrino|orbit,svg/master/wink_neutrino_orbit.svg,svg/{theme}/wink_neutrino_orbit.svg,png/{theme}/{size}/wink_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
181,NE0181,wink_tongue_plain,playful,wink_tongue,plain,Original Neutrino emoji: wink tongue with base expression only.,playful|wink|tongue,svg/master/wink_tongue_plain.svg,svg/{theme}/wink_tongue_plain.svg,png/{theme}/{size}/wink_tongue_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
182,NE0182,wink_tongue_soft_shadow,playful,wink_tongue,soft_shadow,Original Neutrino emoji: wink tongue with extra soft drop shadow.,playful|wink|tongue|depth,svg/master/wink_tongue_soft_shadow.svg,svg/{theme}/wink_tongue_soft_shadow.svg,png/{theme}/{size}/wink_tongue_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
183,NE0183,wink_tongue_sparkle,playful,wink_tongue,sparkle,Original Neutrino emoji: wink tongue with sparkle accent.,playful|wink|tongue|sparkle,svg/master/wink_tongue_sparkle.svg,svg/{theme}/wink_tongue_sparkle.svg,png/{theme}/{size}/wink_tongue_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
184,NE0184,wink_tongue_left_sweat,playful,wink_tongue,left_sweat,Original Neutrino emoji: wink tongue with left-side sweat drop.,playful|wink|tongue|sweat,svg/master/wink_tongue_left_sweat.svg,svg/{theme}/wink_tongue_left_sweat.svg,png/{theme}/{size}/wink_tongue_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
185,NE0185,wink_tongue_right_tear,playful,wink_tongue,right_tear,Original Neutrino emoji: wink tongue with right-side tear drop.,playful|wink|tongue|tear,svg/master/wink_tongue_right_tear.svg,svg/{theme}/wink_tongue_right_tear.svg,png/{theme}/{size}/wink_tongue_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
186,NE0186,wink_tongue_cheek_blush,playful,wink_tongue,cheek_blush,Original Neutrino emoji: wink tongue with cheek blush marks.,playful|wink|tongue|blush,svg/master/wink_tongue_cheek_blush.svg,svg/{theme}/wink_tongue_cheek_blush.svg,png/{theme}/{size}/wink_tongue_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
187,NE0187,wink_tongue_halo,playful,wink_tongue,halo,Original Neutrino emoji: wink tongue with halo ring.,playful|wink|tongue|angel,svg/master/wink_tongue_halo.svg,svg/{theme}/wink_tongue_halo.svg,png/{theme}/{size}/wink_tongue_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
188,NE0188,wink_tongue_tiny_horns,playful,wink_tongue,tiny_horns,Original Neutrino emoji: wink tongue with small horns.,playful|wink|tongue|mischief,svg/master/wink_tongue_tiny_horns.svg,svg/{theme}/wink_tongue_tiny_horns.svg,png/{theme}/{size}/wink_tongue_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
189,NE0189,wink_tongue_party_hat,playful,wink_tongue,party_hat,Original Neutrino emoji: wink tongue with party hat.,playful|wink|tongue|party,svg/master/wink_tongue_party_hat.svg,svg/{theme}/wink_tongue_party_hat.svg,png/{theme}/{size}/wink_tongue_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
190,NE0190,wink_tongue_sunglasses_badge,playful,wink_tongue,sunglasses_badge,Original Neutrino emoji: wink tongue with small sunglasses badge.,playful|wink|tongue|badge|cool,svg/master/wink_tongue_sunglasses_badge.svg,svg/{theme}/wink_tongue_sunglasses_badge.svg,png/{theme}/{size}/wink_tongue_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
191,NE0191,wink_tongue_monocle_badge,playful,wink_tongue,monocle_badge,Original Neutrino emoji: wink tongue with small monocle badge.,playful|wink|tongue|badge|inspect,svg/master/wink_tongue_monocle_badge.svg,svg/{theme}/wink_tongue_monocle_badge.svg,png/{theme}/{size}/wink_tongue_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
192,NE0192,wink_tongue_medical_mask,playful,wink_tongue,medical_mask,Original Neutrino emoji: wink tongue with medical mask overlay.,playful|wink|tongue|mask|health,svg/master/wink_tongue_medical_mask.svg,svg/{theme}/wink_tongue_medical_mask.svg,png/{theme}/{size}/wink_tongue_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
193,NE0193,wink_tongue_thermometer,playful,wink_tongue,thermometer,Original Neutrino emoji: wink tongue with thermometer accent.,playful|wink|tongue|fever,svg/master/wink_tongue_thermometer.svg,svg/{theme}/wink_tongue_thermometer.svg,png/{theme}/{size}/wink_tongue_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
194,NE0194,wink_tongue_headphones,playful,wink_tongue,headphones,Original Neutrino emoji: wink tongue with headphones overlay.,playful|wink|tongue|audio,svg/master/wink_tongue_headphones.svg,svg/{theme}/wink_tongue_headphones.svg,png/{theme}/{size}/wink_tongue_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
195,NE0195,wink_tongue_crown,playful,wink_tongue,crown,Original Neutrino emoji: wink tongue with small crown.,playful|wink|tongue|royal,svg/master/wink_tongue_crown.svg,svg/{theme}/wink_tongue_crown.svg,png/{theme}/{size}/wink_tongue_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
196,NE0196,wink_tongue_cap,playful,wink_tongue,cap,Original Neutrino emoji: wink tongue with baseball cap.,playful|wink|tongue|cap,svg/master/wink_tongue_cap.svg,svg/{theme}/wink_tongue_cap.svg,png/{theme}/{size}/wink_tongue_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
197,NE0197,wink_tongue_heart_badge,playful,wink_tongue,heart_badge,Original Neutrino emoji: wink tongue with small heart badge.,playful|wink|tongue|love|badge,svg/master/wink_tongue_heart_badge.svg,svg/{theme}/wink_tongue_heart_badge.svg,png/{theme}/{size}/wink_tongue_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
198,NE0198,wink_tongue_question_badge,playful,wink_tongue,question_badge,Original Neutrino emoji: wink tongue with question badge.,playful|wink|tongue|question|badge,svg/master/wink_tongue_question_badge.svg,svg/{theme}/wink_tongue_question_badge.svg,png/{theme}/{size}/wink_tongue_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
199,NE0199,wink_tongue_exclamation_badge,playful,wink_tongue,exclamation_badge,Original Neutrino emoji: wink tongue with exclamation badge.,playful|wink|tongue|alert|badge,svg/master/wink_tongue_exclamation_badge.svg,svg/{theme}/wink_tongue_exclamation_badge.svg,png/{theme}/{size}/wink_tongue_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
200,NE0200,wink_tongue_neutrino_orbit,playful,wink_tongue,neutrino_orbit,Original Neutrino emoji: wink tongue with Neutrino orbit mark.,playful|wink|tongue|neutrino|orbit,svg/master/wink_tongue_neutrino_orbit.svg,svg/{theme}/wink_tongue_neutrino_orbit.svg,png/{theme}/{size}/wink_tongue_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
201,NE0201,tongue_out_plain,playful,tongue_out,plain,Original Neutrino emoji: tongue out with base expression only.,playful|tongue|silly,svg/master/tongue_out_plain.svg,svg/{theme}/tongue_out_plain.svg,png/{theme}/{size}/tongue_out_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
202,NE0202,tongue_out_soft_shadow,playful,tongue_out,soft_shadow,Original Neutrino emoji: tongue out with extra soft drop shadow.,playful|tongue|silly|depth,svg/master/tongue_out_soft_shadow.svg,svg/{theme}/tongue_out_soft_shadow.svg,png/{theme}/{size}/tongue_out_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
203,NE0203,tongue_out_sparkle,playful,tongue_out,sparkle,Original Neutrino emoji: tongue out with sparkle accent.,playful|tongue|silly|sparkle,svg/master/tongue_out_sparkle.svg,svg/{theme}/tongue_out_sparkle.svg,png/{theme}/{size}/tongue_out_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
204,NE0204,tongue_out_left_sweat,playful,tongue_out,left_sweat,Original Neutrino emoji: tongue out with left-side sweat drop.,playful|tongue|silly|sweat,svg/master/tongue_out_left_sweat.svg,svg/{theme}/tongue_out_left_sweat.svg,png/{theme}/{size}/tongue_out_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
205,NE0205,tongue_out_right_tear,playful,tongue_out,right_tear,Original Neutrino emoji: tongue out with right-side tear drop.,playful|tongue|silly|tear,svg/master/tongue_out_right_tear.svg,svg/{theme}/tongue_out_right_tear.svg,png/{theme}/{size}/tongue_out_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
206,NE0206,tongue_out_cheek_blush,playful,tongue_out,cheek_blush,Original Neutrino emoji: tongue out with cheek blush marks.,playful|tongue|silly|blush,svg/master/tongue_out_cheek_blush.svg,svg/{theme}/tongue_out_cheek_blush.svg,png/{theme}/{size}/tongue_out_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
207,NE0207,tongue_out_halo,playful,tongue_out,halo,Original Neutrino emoji: tongue out with halo ring.,playful|tongue|silly|angel,svg/master/tongue_out_halo.svg,svg/{theme}/tongue_out_halo.svg,png/{theme}/{size}/tongue_out_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
208,NE0208,tongue_out_tiny_horns,playful,tongue_out,tiny_horns,Original Neutrino emoji: tongue out with small horns.,playful|tongue|silly|mischief,svg/master/tongue_out_tiny_horns.svg,svg/{theme}/tongue_out_tiny_horns.svg,png/{theme}/{size}/tongue_out_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
209,NE0209,tongue_out_party_hat,playful,tongue_out,party_hat,Original Neutrino emoji: tongue out with party hat.,playful|tongue|silly|party,svg/master/tongue_out_party_hat.svg,svg/{theme}/tongue_out_party_hat.svg,png/{theme}/{size}/tongue_out_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
210,NE0210,tongue_out_sunglasses_badge,playful,tongue_out,sunglasses_badge,Original Neutrino emoji: tongue out with small sunglasses badge.,playful|tongue|silly|badge|cool,svg/master/tongue_out_sunglasses_badge.svg,svg/{theme}/tongue_out_sunglasses_badge.svg,png/{theme}/{size}/tongue_out_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
211,NE0211,tongue_out_monocle_badge,playful,tongue_out,monocle_badge,Original Neutrino emoji: tongue out with small monocle badge.,playful|tongue|silly|badge|inspect,svg/master/tongue_out_monocle_badge.svg,svg/{theme}/tongue_out_monocle_badge.svg,png/{theme}/{size}/tongue_out_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
212,NE0212,tongue_out_medical_mask,playful,tongue_out,medical_mask,Original Neutrino emoji: tongue out with medical mask overlay.,playful|tongue|silly|mask|health,svg/master/tongue_out_medical_mask.svg,svg/{theme}/tongue_out_medical_mask.svg,png/{theme}/{size}/tongue_out_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
213,NE0213,tongue_out_thermometer,playful,tongue_out,thermometer,Original Neutrino emoji: tongue out with thermometer accent.,playful|tongue|silly|fever,svg/master/tongue_out_thermometer.svg,svg/{theme}/tongue_out_thermometer.svg,png/{theme}/{size}/tongue_out_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
