index,uid,name,category,base,modifier,description,tags,svg_master,svg_themed_pattern,png_pattern,sizes,themes
817,NE0817,angry_heart_badge,anger,angry,heart_badge,Original Neutrino emoji: angry with small heart badge.,anger|angry|mad|love|badge,svg/master/angry_heart_badge.svg,svg/{theme}/angry_heart_badge.svg,png/{theme}/{size}/angry_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
818,NE0818,angry_question_badge,anger,angry,question_badge,Original Neutrino emoji: angry with question badge.,anger|angry|mad|question|badge,svg/master/angry_question_badge.svg,svg/{theme}/angry_question_badge.svg,png/{theme}/{size}/angry_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
819,NE0819,angry_exclamation_badge,anger,angry,exclamation_badge,Original Neutrino emoji: angry with exclamation badge.,anger|angry|mad|alert|badge,svg/master/angry_exclamation_badge.svg,svg/{theme}/angry_exclamation_badge.svg,png/{theme}/{size}/angry_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
820,NE0820,angry_neutrino_orbit,anger,angry,neutrino_orbit,Original Neutrino emoji: angry with Neutrino orbit mark.,anger|angry|mad|neutrino|orbit,svg/master/angry_neutrino_orbit.svg,svg/{theme}/angry_neutrino_orbit.svg,png/{theme}/{size}/angry_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
821,NE0821,rage_plain,anger,rage,plain,Original Neutrino emoji: rage with base expression only.,anger|rage|furious,svg/master/rage_plain.svg,svg/{theme}/rage_plain.svg,png/{theme}/{size}/rage_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
822,NE0822,rage_soft_shadow,anger,rage,soft_shadow,Original Neutrino emoji: rage with extra soft drop shadow.,anger|rage|furious|depth,svg/master/rage_soft_shadow.svg,svg/{theme}/rage_soft_shadow.svg,png/{theme}/{size}/rage_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
823,NE0823,rage_sparkle,anger,rage,sparkle,Original Neutrino emoji: rage with sparkle accent.,anger|rage|furious|sparkle,svg/master/rage_sparkle.svg,svg/{theme}/rage_sparkle.svg,png/{theme}/{size}/rage_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
824,NE0824,rage_left_sweat,anger,rage,left_sweat,Original Neutrino emoji: rage with left-side sweat drop.,anger|rage|furious|sweat,svg/master/rage_left_sweat.svg,svg/{theme}/rage_left_sweat.svg,png/{theme}/{size}/rage_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
825,NE0825,rage_right_tear,anger,rage,right_tear,Original Neutrino emoji: rage with right-side tear drop.,anger|rage|furious|tear,svg/master/rage_right_tear.svg,svg/{theme}/rage_right_tear.svg,png/{theme}/{size}/rage_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
826,NE0826,rage_cheek_blush,anger,rage,cheek_blush,Original Neutrino emoji: rage with cheek blush marks.,anger|rage|furious|blush,svg/master/rage_cheek_blush.svg,svg/{theme}/rage_cheek_blush.svg,png/{theme}/{size}/rage_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
827,NE0827,rage_halo,anger,rage,halo,Original Neutrino emoji: rage with halo ring.,anger|rage|furious|angel,svg/master/rage_halo.svg,svg/{theme}/rage_halo.svg,png/{theme}/{size}/rage_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
828,NE0828,rage_tiny_horns,anger,rage,tiny_horns,Original Neutrino emoji: rage with small horns.,anger|rage|furious|mischief,svg/master/rage_tiny_horns.svg,svg/{theme}/rage_tiny_horns.svg,png/{theme}/{size}/rage_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
829,NE0829,rage_party_hat,anger,rage,party_hat,Original Neutrino emoji: rage with party hat.,anger|rage|furious|party,svg/master/rage_party_hat.svg,svg/{theme}/rage_party_hat.svg,png/{theme}/{size}/rage_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
830,NE0830,rage_sunglasses_badge,anger,rage,sunglasses_badge,Original Neutrino emoji: rage with small sunglasses badge.,anger|rage|furious|badge|cool,svg/master/rage_sunglasses_badge.svg,svg/{theme}/rage_sunglasses_badge.svg,png/{theme}/{size}/rage_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
831,NE0831,rage_monocle_badge,anger,rage,monocle_badge,Original Neutrino emoji: rage with small monocle badge.,anger|rage|furious|badge|inspect,svg/master/rage_monocle_badge.svg,svg/{theme}/rage_monocle_badge.svg,png/{theme}/{size}/rage_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
832,NE0832,rage_medical_mask,anger,rage,medical_mask,Original Neutrino emoji: rage with medical mask overlay.,anger|rage|furious|mask|health,svg/master/rage_medical_mask.svg,svg/{theme}/rage_medical_mask.svg,png/{theme}/{size}/rage_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
833,NE0833,rage_thermometer,anger,rage,thermometer,Original Neutrino emoji: rage with thermometer accent.,anger|rage|furious|fever,svg/master/rage_thermometer.svg,svg/{theme}/rage_thermometer.svg,png/{theme}/{size}/rage_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
834,NE0834,rage_headphones,anger,rage,headphones,Original Neutrino emoji: rage with headphones overlay.,anger|rage|furious|audio,svg/master/rage_headphones.svg,svg/{theme}/rage_headphones.svg,png/{theme}/{size}/rage_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
835,NE0835,rage_crown,anger,rage,crown,Original Neutrino emoji: rage with small crown.,anger|rage|furious|royal,svg/master/rage_crown.svg,svg/{theme}/rage_crown.svg,png/{theme}/{size}/rage_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
836,NE0836,rage_cap,anger,rage,cap,Original Neutrino emoji: rage with baseball cap.,anger|rage|furious|cap,svg/master/rage_cap.svg,svg/{theme}/rage_cap.svg,png/{theme}/{size}/rage_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
837,NE0837,rage_heart_badge,anger,rage,heart_badge,Original Neutrino emoji: rage with small heart badge.,anger|rage|furious|love|badge,svg/master/rage_heart_badge.svg,svg/{theme}/rage_heart_badge.svg,png/{theme}/{size}/rage_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
838,NE0838,rage_question_badge,anger,rage,question_badge,Original Neutrino emoji: rage with question badge.,anger|rage|furious|question|badge,svg/master/rage_question_badge.svg,svg/{theme}/rage_question_badge.svg,png/{theme}/{size}/rage_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
839,NE0839,rage_exclamation_badge,anger,rage,exclamation_badge,Original Neutrino emoji: rage with exclamation badge.,anger|rage|furious|alert|badge,svg/master/rage_exclamation_badge.svg,svg/{theme}/rage_exclamation_badge.svg,png/{theme}/{size}/rage_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
840,NE0840,rage_neutrino_orbit,anger,rage,neutrino_orbit,Original Neutrino emoji: rage with Neutrino orbit mark.,anger|rage|furious|neutrino|orbit,svg/master/rage_neutrino_orbit.svg,svg/{theme}/rage_neutrino_orbit.svg,png/{theme}/{size}/rage_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
841,NE0841,pouting_plain,anger,pouting,plain,Original Neutrino emoji: pouting with base expression only.,anger|pout|annoyed,svg/master/pouting_plain.svg,svg/{theme}/pouting_plain.svg,png/{theme}/{size}/pouting_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
842,NE0842,pouting_soft_shadow,anger,pouting,soft_shadow,Original Neutrino emoji: pouting with extra soft drop shadow.,anger|pout|annoyed|depth,svg/master/pouting_soft_shadow.svg,svg/{theme}/pouting_soft_shadow.svg,png/{theme}/{size}/pouting_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
843,NE0843,pouting_sparkle,anger,pouting,sparkle,Original Neutrino emoji: pouting with sparkle accent.,anger|pout|annoyed|sparkle,svg/master/pouting_sparkle.svg,svg/{theme}/pouting_sparkle.svg,png/{theme}/{size}/pouting_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
844,NE0844,pouting_left_sweat,anger,pouting,left_sweat,Original Neutrino emoji: pouting with left-side sweat drop.,anger|pout|annoyed|sweat,svg/master/pouting_left_sweat.svg,svg/{theme}/pouting_left_sweat.svg,png/{theme}/{size}/pouting_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
845,NE0845,pouting_right_tear,anger,pouting,right_tear,Original Neutrino emoji: pouting with right-side tear drop.,anger|pout|annoyed|tear,svg/master/pouting_right_tear.svg,svg/{theme}/pouting_right_tear.svg,png/{theme}/{size}/pouting_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
846,NE0846,pouting_cheek_blush,anger,pouting,cheek_blush,Original Neutrino emoji: pouting with cheek blush marks.,anger|pout|annoyed|blush,svg/master/pouting_cheek_blush.svg,svg/{theme}/pouting_cheek_blush.svg,png/{theme}/{size}/pouting_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
847,NE0847,pouting_halo,anger,pouting,halo,Original Neutrino emoji: pouting with halo ring.,anger|pout|annoyed|angel,svg/master/pouting_halo.svg,svg/{theme}/pouting_halo.svg,png/{theme}/{size}/pouting_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
848,NE0848,pouting_tiny_horns,anger,pouting,tiny_horns,Original Neutrino emoji: pouting with small horns.,anger|pout|annoyed|mischief,svg/master/pouting_tiny_horns.svg,svg/{theme}/pouting_tiny_horns.svg,png/{theme}/{size}/pouting_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
849,NE0849,pouting_party_hat,anger,pouting,party_hat,Original Neutrino emoji: pouting with party hat.,anger|pout|annoyed|party,svg/master/pouting_party_hat.svg,svg/{theme}/pouting_party_hat.svg,png/{theme}/{size}/pouting_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
850,NE0850,pouting_sunglasses_badge,anger,pouting,sunglasses_badge,Original Neutrino emoji: pouting with small sunglasses badge.,anger|pout|annoyed|badge|cool,svg/master/pouting_sunglasses_badge.svg,svg/{theme}/pouting_sunglasses_badge.svg,png/{theme}/{size}/pouting_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
851,NE0851,pouting_monocle_badge,anger,pouting,monocle_badge,Original Neutrino emoji: pouting with small monocle badge.,anger|pout|annoyed|badge|inspect,svg/master/pouting_monocle_badge.svg,svg/{theme}/pouting_monocle_badge.svg,png/{theme}/{size}/pouting_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
852,NE0852,pouting_medical_mask,anger,pouting,medical_mask,Original Neutrino emoji: pouting with medical mask overlay.,anger|pout|annoyed|mask|health,svg/master/pouting_medical_mask.svg,svg/{theme}/pouting_medical_mask.svg,png/{theme}/{size}/pouting_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
853,NE0853,pouting_thermometer,anger,pouting,thermometer,Original Neutrino emoji: pouting with thermometer accent.,anger|pout|annoyed|fever,svg/master/pouting_thermometer.svg,svg/{theme}/pouting_thermometer.svg,png/{theme}/{size}/pouting_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
854,NE0854,pouting_headphones,anger,pouting,headphones,Original Neutrino emoji: pouting with headphones overlay.,anger|pout|annoyed|audio,svg/master/pouting_headphones.svg,svg/{theme}/pouting_headphones.svg,png/{theme}/{size}/pouting_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
855,NE0855,pouting_crown,anger,pouting,crown,Original Neutrino emoji: pouting with small crown.,anger|pout|annoyed|royal,svg/master/pouting_crown.svg,svg/{theme}/pouting_crown.svg,png/{theme}/{size}/pouting_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
856,NE0856,pouting_cap,anger,pouting,cap,Original Neutrino emoji: pouting with baseball cap.,anger|pout|annoyed|cap,svg/master/pouting_cap.svg,svg/{theme}/pouting_cap.svg,png/{theme}/{size}/pouting_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
857,NE0857,pouting_heart_badge,anger,pouting,heart_badge,Original Neutrino emoji: pouting with small heart badge.,anger|pout|annoyed|love|badge,svg/master/pouting_heart_badge.svg,svg/{theme}/pouting_heart_badge.svg,png/{theme}/{size}/pouting_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
858,NE0858,pouting_question_badge,anger,pouting,question_badge,Original Neutrino emoji: pouting with question badge.,anger|pout|annoyed|question|badge,svg/master/pouting_question_badge.svg,svg/{theme}/pouting_question_badge.svg,png/{theme}/{size}/pouting_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
859,NE0859,pouting_exclamation_badge,anger,pouting,exclamation_badge,Original Neutrino emoji: pouting with exclamation badge.,anger|pout|annoyed|alert|badge,svg/master/pouting_exclamation_badge.svg,svg/{theme}/pouting_exclamation_badge.svg,png/{theme}/{size}/pouting_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
860,NE0860,pouting_neutrino_orbit,anger,pouting,neutrino_orbit,Original Neutrino emoji: pouting with Neutrino orbit mark.,anger|pout|annoyed|neutrino|orbit,svg/master/pouting_neutrino_orbit.svg,svg/{theme}/pouting_neutrino_orbit.svg,png/{theme}/{size}/pouting_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
861,NE0861,sleepy_plain,sleep,sleepy,plain,Original Neutrino emoji: sleepy with base expression only.,sleep|sleepy|zzz,svg/master/sleepy_plain.svg,svg/{theme}/sleepy_plain.svg,png/{theme}/{size}/sleepy_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
862,NE0862,sleepy_soft_shadow,sleep,sleepy,soft_shadow,Original Neutrino emoji: sleepy with extra soft drop shadow.,sleep|sleepy|zzz|depth,svg/master/sleepy_soft_shadow.svg,svg/{theme}/sleepy_soft_shadow.svg,png/{theme}/{size}/sleepy_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
863,NE0863,sleepy_sparkle,sleep,sleepy,sparkle,Original Neutrino emoji: sleepy with sparkle accent.,sleep|sleepy|zzz|sparkle,svg/master/sleepy_sparkle.svg,svg/{theme}/sleepy_sparkle.svg,png/{theme}/{size}/sleepy_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
864,NE0864,sleepy_left_sweat,sleep,sleepy,left_sweat,Original Neutrino emoji: sleepy with left-side sweat drop.,sleep|sleepy|zzz|sweat,svg/master/sleepy_left_sweat.svg,svg/{theme}/sleepy_left_sweat.svg,png/{theme}/{size}/sleepy_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
865,NE0865,sleepy_right_tear,sleep,sleepy,right_tear,Original Neutrino emoji: sleepy with right-side tear drop.,sleep|sleepy|zzz|tear,svg/master/sleepy_right_tear.svg,svg/{theme}/sleepy_right_tear.svg,png/{theme}/{size}/sleepy_right_tear.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
866,NE0866,sleepy_cheek_blush,sleep,sleepy,cheek_blush,Original Neutrino emoji: sleepy with cheek blush marks.,sleep|sleepy|zzz|blush,svg/master/sleepy_cheek_blush.svg,svg/{theme}/sleepy_cheek_blush.svg,png/{theme}/{size}/sleepy_cheek_blush.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
867,NE0867,sleepy_halo,sleep,sleepy,halo,Original Neutrino emoji: sleepy with halo ring.,sleep|sleepy|zzz|angel,svg/master/sleepy_halo.svg,svg/{theme}/sleepy_halo.svg,png/{theme}/{size}/sleepy_halo.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
868,NE0868,sleepy_tiny_horns,sleep,sleepy,tiny_horns,Original Neutrino emoji: sleepy with small horns.,sleep|sleepy|zzz|mischief,svg/master/sleepy_tiny_horns.svg,svg/{theme}/sleepy_tiny_horns.svg,png/{theme}/{size}/sleepy_tiny_horns.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
869,NE0869,sleepy_party_hat,sleep,sleepy,party_hat,Original Neutrino emoji: sleepy with party hat.,sleep|sleepy|zzz|party,svg/master/sleepy_party_hat.svg,svg/{theme}/sleepy_party_hat.svg,png/{theme}/{size}/sleepy_party_hat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
870,NE0870,sleepy_sunglasses_badge,sleep,sleepy,sunglasses_badge,Original Neutrino emoji: sleepy with small sunglasses badge.,sleep|sleepy|zzz|badge|cool,svg/master/sleepy_sunglasses_badge.svg,svg/{theme}/sleepy_sunglasses_badge.svg,png/{theme}/{size}/sleepy_sunglasses_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
871,NE0871,sleepy_monocle_badge,sleep,sleepy,monocle_badge,Original Neutrino emoji: sleepy with small monocle badge.,sleep|sleepy|zzz|badge|inspect,svg/master/sleepy_monocle_badge.svg,svg/{theme}/sleepy_monocle_badge.svg,png/{theme}/{size}/sleepy_monocle_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
872,NE0872,sleepy_medical_mask,sleep,sleepy,medical_mask,Original Neutrino emoji: sleepy with medical mask overlay.,sleep|sleepy|zzz|mask|health,svg/master/sleepy_medical_mask.svg,svg/{theme}/sleepy_medical_mask.svg,png/{theme}/{size}/sleepy_medical_mask.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
873,NE0873,sleepy_thermometer,sleep,sleepy,thermometer,Original Neutrino emoji: sleepy with thermometer accent.,sleep|sleepy|zzz|fever,svg/master/sleepy_thermometer.svg,svg/{theme}/sleepy_thermometer.svg,png/{theme}/{size}/sleepy_thermometer.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
874,NE0874,sleepy_headphones,sleep,sleepy,headphones,Original Neutrino emoji: sleepy with headphones overlay.,sleep|sleepy|zzz|audio,svg/master/sleepy_headphones.svg,svg/{theme}/sleepy_headphones.svg,png/{theme}/{size}/sleepy_headphones.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
875,NE0875,sleepy_crown,sleep,sleepy,crown,Original Neutrino emoji: sleepy with small crown.,sleep|sleepy|zzz|royal,svg/master/sleepy_crown.svg,svg/{theme}/sleepy_crown.svg,png/{theme}/{size}/sleepy_crown.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
876,NE0876,sleepy_cap,sleep,sleepy,cap,Original Neutrino emoji: sleepy with baseball cap.,sleep|sleepy|zzz|cap,svg/master/sleepy_cap.svg,svg/{theme}/sleepy_cap.svg,png/{theme}/{size}/sleepy_cap.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
877,NE0877,sleepy_heart_badge,sleep,sleepy,heart_badge,Original Neutrino emoji: sleepy with small heart badge.,sleep|sleepy|zzz|love|badge,svg/master/sleepy_heart_badge.svg,svg/{theme}/sleepy_heart_badge.svg,png/{theme}/{size}/sleepy_heart_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
878,NE0878,sleepy_question_badge,sleep,sleepy,question_badge,Original Neutrino emoji: sleepy with question badge.,sleep|sleepy|zzz|question|badge,svg/master/sleepy_question_badge.svg,svg/{theme}/sleepy_question_badge.svg,png/{theme}/{size}/sleepy_question_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
879,NE0879,sleepy_exclamation_badge,sleep,sleepy,exclamation_badge,Original Neutrino emoji: sleepy with exclamation badge.,sleep|sleepy|zzz|alert|badge,svg/master/sleepy_exclamation_badge.svg,svg/{theme}/sleepy_exclamation_badge.svg,png/{theme}/{size}/sleepy_exclamation_badge.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
880,NE0880,sleepy_neutrino_orbit,sleep,sleepy,neutrino_orbit,Original Neutrino emoji: sleepy with Neutrino orbit mark.,sleep|sleepy|zzz|neutrino|orbit,svg/master/sleepy_neutrino_orbit.svg,svg/{theme}/sleepy_neutrino_orbit.svg,png/{theme}/{size}/sleepy_neutrino_orbit.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
881,NE0881,yawn_plain,sleep,yawn,plain,Original Neutrino emoji: yawn with base expression only.,sleep|yawn|tired,svg/master/yawn_plain.svg,svg/{theme}/yawn_plain.svg,png/{theme}/{size}/yawn_plain.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
882,NE0882,yawn_soft_shadow,sleep,yawn,soft_shadow,Original Neutrino emoji: yawn with extra soft drop shadow.,sleep|yawn|tired|depth,svg/master/yawn_soft_shadow.svg,svg/{theme}/yawn_soft_shadow.svg,png/{theme}/{size}/yawn_soft_shadow.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
883,NE0883,yawn_sparkle,sleep,yawn,sparkle,Original Neutrino emoji: yawn with sparkle accent.,sleep|yawn|tired|sparkle,svg/master/yawn_sparkle.svg,svg/{theme}/yawn_sparkle.svg,png/{theme}/{size}/yawn_sparkle.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
884,NE0884,yawn_left_sweat,sleep,yawn,left_sweat,Original Neutrino emoji: yawn with left-side sweat drop.,sleep|yawn|tired|sweat,svg/master/yawn_left_sweat.svg,svg/{theme}/yawn_left_sweat.svg,png/{theme}/{size}/yawn_left_sweat.png,16|32|64|128,classic_yellow|neutrino_blue|graphite_dark|forest_mint|royal_purple|solar_gold|candy_pink|aqua_cyan|lava_orange|mono_ink
